char_end_full,char_end_generated,char_start_full,char_start_generated,is_answer,is_generated,is_reasoning,is_special,token_id,token_index,token_logprob,token_str
770,296,767,293,True,True,True,False,518,199,-0.20231620967388153,Ġat
774,300,770,296,True,True,True,False,279,200,-0.060505349189043045,Ġthe
782,308,774,300,True,True,True,False,20336,201,-0.024132439866662025,Ġfarmers
783,309,782,308,True,True,True,False,6,202,-0.0031780709978193045,'
790,316,783,309,True,True,True,False,3081,203,0.0,Ġmarket
793,319,790,316,True,True,True,False,95518,204,-6.41325386823155e-05,**:
796,322,793,319,True,True,True,False,2303,205,0.0,ĠĠĊ
798,324,796,322,True,True,True,False,256,206,-2.3841855067985307e-07,ĠĠ
800,326,798,324,True,True,True,False,400,207,0.0,Ġ$
801,327,800,326,True,True,True,False,220,208,0.0,Ġ
802,328,801,327,True,True,True,False,24,209,0.0,9
804,330,802,328,True,True,True,False,1124,210,0.0,Ġ\
809,335,804,330,True,True,True,False,15136,211,-0.40735185146331787,times
810,336,809,335,True,True,True,False,220,212,0.0,Ġ
811,337,810,336,True,True,True,False,17,213,0.0,2
813,339,811,337,True,True,True,False,284,214,0.0,Ġ=
814,340,813,339,True,True,True,False,220,215,-5.304672595229931e-05,Ġ
815,341,814,340,True,True,True,False,16,216,0.0,1
816,342,815,341,True,True,True,False,23,217,0.0,8
818,344,816,342,True,True,True,False,400,218,-0.09163712710142136,Ġ$
826,352,818,344,True,True,True,False,11192,219,-0.03689580038189888,Ġdollars
830,356,826,352,True,True,True,False,18611,220,-0.018150078132748604,ĠĠĊĊ
833,359,830,356,True,True,True,False,14374,221,-0.36879855394363403,###
835,361,833,359,True,True,True,False,25521,222,-0.15184517204761505,Ġâľ
835,361,834,360,True,True,True,False,227,223,0.0,ħ
841,367,835,361,True,True,True,False,13023,224,-0.0038327344227582216,ĠFinal
848,374,841,367,True,True,True,False,21806,225,-0.00039295581518672407,ĠAnswer
850,376,848,374,True,True,True,False,510,226,-0.01006421260535717,:Ċ
